image,label_code,label,model_prompt,response,error
data/vlmdata/img_3.png,0,no_diabetic_retinopathy,"What abnormalities are visible? If none are visible, say so clearly.",The fundus examination of the right eye shows no abnormalities.,
data/vlmdata/img_3.png,0,no_diabetic_retinopathy,Give the most likely diagnosis and a one-sentence justification based only on visible evidence.,"Based on the visible evidence, the most likely diagnosis is a retinal hemangioma. A retinal hemangioma is a benign vascular tumor that occurs in the retina, the light-sensitive tissue at the back of the eye.",
data/vlmdata/img_4.png,1,mild_retinopathy,Describe this ophthalmic image briefly.,"This ophthalmic image is a fundus photograph, which is a type of retinal examination. The fundus is the back part of the eye, and the photograph provides a view of the retina, optic disc, and other structures in the eye. The image is taken using a special camera called a fundus camera, which is designed to capture high-resolution images of the eye's internal structures.",
data/vlmdata/img_4.png,1,mild_retinopathy,"What abnormalities are visible? If none are visible, say so clearly.","The image shows multiple abnormalities, including a large choroidal mass, a small choroidal mass, and a subretinal hemorrhage.",
data/vlmdata/img_4.png,1,mild_retinopathy,Give the most likely diagnosis and a one-sentence justification based only on visible evidence.,"Based on the visible evidence, the most likely diagnosis is a choroidal melanoma. This is because the image shows a pigmented lesion in the choroid, which is a characteristic feature of choroidal melanoma.",
data/vlmdata/img_5.png,2,moderate_retinopathy,Describe this ophthalmic image briefly.,"This ophthalmic image is a color fundus photograph of the right eye. It provides a detailed view of the retina and other structures within the eye. The image is taken using a fundus camera, which is a specialized instrument that captures images of the retina and other ocular structures. The color fundus photograph can help identify any abnormalities or changes in the eye, such as retinal detachment, macular degeneration, or other eye conditions.",
data/vlmdata/img_5.png,2,moderate_retinopathy,"What abnormalities are visible? If none are visible, say so clearly.",The image shows no visible abnormalities.,
data/vlmdata/img_5.png,2,moderate_retinopathy,Give the most likely diagnosis and a one-sentence justification based only on visible evidence.,"Based on the visible evidence, the most likely diagnosis is a choroidal melanoma.",
data/vlmdata/img_6.png,4,proliferative_retinopathy,Describe this ophthalmic image briefly.,"This ophthalmic image is a fundus photograph, which is a photograph of the retina and optic nerve of the eye. It is used to examine the eye for any abnormalities or changes in the retina, optic nerve, or surrounding structures. The image is taken using a fundus camera, which is a specialized camera designed to capture high-resolution images of the eye.",
data/vlmdata/img_6.png,4,proliferative_retinopathy,"What abnormalities are visible? If none are visible, say so clearly.",The image shows no visible abnormalities.,
data/vlmdata/img_6.png,4,proliferative_retinopathy,Give the most likely diagnosis and a one-sentence justification based only on visible evidence.,"Based on the visible evidence, the most likely diagnosis is a retinal detachment.",
data/vlmdata/img_7.png,4,proliferative_retinopathy,Describe this ophthalmic image briefly.,"This ophthalmic image is a fundus photograph, which is a type of retinal examination. It provides a view of the retina, the light-sensitive tissue at the back of the eye. The image is taken using a fundus camera, which is a specialized instrument that captures the image through the pupil of the eye. The fundus photograph can help identify various abnormalities or changes in the retina, such as retinal detachment, macular degeneration, or other retinal diseases.",
data/vlmdata/img_7.png,4,proliferative_retinopathy,"What abnormalities are visible? If none are visible, say so clearly.",The image shows bilateral retinal detachment and vitreous hemorrhage.,
data/vlmdata/img_7.png,4,proliferative_retinopathy,Give the most likely diagnosis and a one-sentence justification based only on visible evidence.,"Based on the visible evidence, the most likely diagnosis is retinal detachment. This is because the image shows a retinal detachment in the right eye, which is a condition where the retina separates from the underlying tissue.",
data/vlmdata/img_8.png,0,no_diabetic_retinopathy,Describe this ophthalmic image briefly.,"The ophthalmic image is a color fundus photograph, which is a type of retinal imaging technique used to visualize the back of the eye. In this particular image, there is a small, well-defined, yellowish lesion in the right macula. The macula is the central region of the retina, which is responsible for sharp, central vision. The presence of a lesion in this area may indicate an abnormality or pathology, and further evaluation would be necessary to determine its cause and significance.",
data/vlmdata/img_8.png,0,no_diabetic_retinopathy,"What abnormalities are visible? If none are visible, say so clearly.",The image shows no abnormalities in the retina.,
data/vlmdata/img_8.png,0,no_diabetic_retinopathy,Give the most likely diagnosis and a one-sentence justification based only on visible evidence.,"Based on the visible evidence, the most likely diagnosis is a retinal hemangioma. This is because the image shows a retinal hemangioma, which is a benign vascular tumor that can occur in the eye.",
data/vlmdata/img_9.png,1,mild_retinopathy,Describe this ophthalmic image briefly.,"This ophthalmic image is a fundus photograph, which is a visual representation of the back of the eye. It shows the retina, optic nerve, and other structures within the eye. The image is taken using a fundus camera, which is a specialized device that captures the image through the pupil of the eye. The purpose of this image is to assess the health and integrity of the retina and other structures within the eye.",
data/vlmdata/img_9.png,1,mild_retinopathy,"What abnormalities are visible? If none are visible, say so clearly.",The image shows no abnormalities in the retina.,
data/vlmdata/img_9.png,1,mild_retinopathy,Give the most likely diagnosis and a one-sentence justification based only on visible evidence.,"Based on the visible evidence, the most likely diagnosis is a retinal hemangioma. This is because the image shows a red, round, and well-defined lesion in the right eye. Retinal hemangiomas are benign vascular tumors that can appear as red spots on the retina.",
